,date,open,close,high,low,volume
0,1558742400000,1.3314,1.113,1.3376,1.0961,6245467.5
1,1558828800000,1.113,1.0828,1.1824,1.034,4854605.26
2,1558915200000,1.0802,1.2119,1.275,1.0802,7339191.28
3,1559001600000,1.2173,1.2788,1.35,1.1441,5580233.08
4,1559088000000,1.2787,1.1725,1.2844,1.1426,4654393.37
5,1559174400000,1.1722,1.0023,1.2257,0.9009,10326672.93
6,1559260800000,1.0018,1.0189,1.0444,0.933,7748553.79
7,1559347200000,1.0236,0.956,1.0598,0.9511,3797903.78
8,1559433600000,0.9536,1.0155,1.0554,0.9323,3449110.82
9,1559520000000,1.0155,0.9,1.02,0.8853,3308495.33
10,1559606400000,0.8985,0.885,0.9299,0.8368,4577420.9
11,1559692800000,0.885,1.096,1.0991,0.8838,10134603.36
12,1559779200000,1.0959,1.1098,1.27,1.0556,11128235.33
13,1559865600000,1.1099,1.1753,1.2589,1.071,6340116.8
14,1559952000000,1.1747,1.1326,1.1991,1.1165,2537076.42
15,1560038400000,1.1376,1.0595,1.1486,1.0085,3544981.93
16,1560124800000,1.0595,1.206,1.2104,1.0301,3560999.95
17,1560211200000,1.2043,1.1243,1.207,1.0876,3072196.39
18,1560297600000,1.1241,1.1448,1.1643,1.0875,2552375.74
19,1560384000000,1.1448,1.868,1.97,1.1126,34048038.46
20,1560470400000,1.868,1.6395,1.8936,1.49,33219623.47
21,1560556800000,1.6364,1.7179,1.8065,1.6022,10734639.21
22,1560643200000,1.718,1.6621,1.7924,1.6,8287172.15
23,1560729600000,1.6651,1.9631,2.0776,1.6525,17066477.53
24,1560816000000,1.9615,1.8194,2.0185,1.76,13903673.74
25,1560902400000,1.8158,1.8353,1.9016,1.7869,4857793.43
26,1560988800000,1.8352,1.7656,1.8865,1.6859,5377028.0
27,1561075200000,1.7671,1.6883,1.79,1.61,6940438.91
28,1561161600000,1.6895,1.8428,1.947,1.6827,8447723.54
29,1561248000000,1.8429,1.8169,1.91,1.7702,4603366.09
30,1561334400000,1.8169,1.8689,1.8884,1.79,2384487.82
31,1561420800000,1.8689,2.1928,2.4273,1.8613,22004618.38
32,1561507200000,2.1931,2.28,2.5,2.0231,16314862.03
33,1561593600000,2.2821,2.2879,2.555,2.1123,14032427.25
34,1561680000000,2.2912,3.0392,3.0981,2.215,16193947.24
35,1561766400000,3.0391,3.7125,4.5826,2.9499,55522584.24
36,1561852800000,3.7051,3.3885,4.22,3.23,25198062.62
