,date,open,close,high,low,volume
0,2019-05-25,34.0,35.0168,35.4888,33.6231,4181724.12
1,2019-05-26,35.1102,33.0919,35.111,32.32,3846254.14
2,2019-05-27,33.0508,33.511,35.1001,32.5,3935155.37
3,2019-05-28,33.511,33.1068,34.5,32.5,3592623.04
4,2019-05-29,33.1086,33.6066,33.88,30.85,3634528.09
5,2019-05-30,33.5977,31.6666,34.96,30.25,3803964.59
6,2019-05-31,31.6666,32.8862,32.9724,30.61,3635551.08
7,2019-06-01,32.916,33.3521,34.353,32.5024,3650894.16
8,2019-06-02,33.3521,33.1527,33.7647,32.68,3125339.52
9,2019-06-03,33.1343,30.7564,33.1753,30.51,2851908.73
10,2019-06-04,30.7358,29.2596,31.4673,28.7168,2877003.62
11,2019-06-05,29.2452,30.8886,31.1843,28.944,3345894.9
12,2019-06-06,30.829,31.0888,31.9906,29.63,2990485.46
13,2019-06-07,31.0888,31.3098,31.9911,30.9001,2757731.91
14,2019-06-08,31.3478,31.7333,32.2926,31.1071,3230284.59
15,2019-06-09,31.7042,30.095,31.85,29.7611,2532504.3
16,2019-06-10,30.1174,32.0271,32.0438,29.7286,3550536.78
17,2019-06-11,32.0261,31.8889,32.0821,30.9312,2717716.57
18,2019-06-12,31.8889,34.8888,34.98,31.8008,3946303.19
19,2019-06-13,34.8888,35.251,36.3689,34.12,3534896.06
20,2019-06-14,35.2577,32.3803,35.3,29.8146,4820144.32
21,2019-06-15,32.3887,32.6743,33.942,31.6865,3391510.23
22,2019-06-16,32.6885,32.1888,33.2943,31.7316,2831357.27
23,2019-06-17,32.1956,33.8286,34.45,32.1862,3325355.03
24,2019-06-18,33.8542,34.4333,35.0749,33.7386,3404180.0
25,2019-06-19,34.4261,35.1888,35.6,34.3939,3662780.35
26,2019-06-20,35.1764,36.8381,36.9146,34.3979,4152117.65
27,2019-06-21,36.81,38.6766,38.85,36.3364,3534250.01
28,2019-06-22,38.6981,38.0001,39.5941,37.1,3314950.67
29,2019-06-23,38.0001,37.2836,38.532,37.26,2790608.54
30,2019-06-24,37.2665,37.43,37.821,36.0001,2631717.19
31,2019-06-25,37.43,36.0941,37.551,35.71,2000917.7
32,2019-06-26,36.0941,36.1189,38.0,34.5,2857418.8
33,2019-06-27,36.1185,34.3999,36.35,33.1584,2607428.95
34,2019-06-28,34.342,34.6289,35.2809,33.82,2104975.25
35,2019-06-29,34.5951,35.5,35.8,33.2447,2591596.98
36,2019-06-30,35.5111,32.114,35.5111,32.02,2022992.01
37,2019-07-01,32.1141,33.2777,34.05,31.3682,1835906.62
38,2019-07-02,33.2722,31.9777,34.0,30.56,2017364.12
39,2019-07-03,31.953,32.522,33.05,31.623,1929917.65
40,2019-07-04,32.5219,33.0888,34.3839,32.1503,2194259.8
41,2019-07-05,33.0399,32.5566,33.6497,32.4,1501826.74
42,2019-07-06,32.5507,32.5888,33.1815,32.5,1122287.44
43,2019-07-07,32.5471,32.9344,33.3997,32.4,1219900.05
44,2019-07-08,32.9326,33.3888,34.2918,32.75,1493676.78
45,2019-07-09,33.3888,32.4811,33.9,32.2195,1226644.52
46,2019-07-10,32.4814,31.222,32.89,30.51,1583726.64
47,2019-07-11,31.222,29.4181,31.89,28.2666,1746010.06
48,2019-07-12,29.4213,31.8888,32.6219,29.0,2944729.48
49,2019-07-13,31.8727,31.4888,32.4894,30.2075,1744138.78
50,2019-07-14,31.4701,28.5447,31.5259,28.3111,2117967.02
51,2019-07-15,28.5447,28.647,28.7498,26.319,2958931.55
52,2019-07-16,28.647,25.0601,29.58,24.8626,3723845.18
53,2019-07-17,25.0552,27.6287,28.2898,24.1709,5620644.87
54,2019-07-18,27.6259,28.9555,29.5,26.8,6272574.38
55,2019-07-19,28.9505,29.0096,29.96,28.3158,3934648.14
56,2019-07-20,29.0015,31.0932,31.46,28.9,2871032.06
57,2019-07-21,31.1222,30.4388,31.5281,29.2801,2167635.68
58,2019-07-22,30.4389,30.885,32.6,29.6203,3469751.44
59,2019-07-23,30.9226,29.4929,30.94,28.9471,2639256.42
60,2019-07-24,29.4381,28.8261,29.5057,27.7426,2337675.12
61,2019-07-25,28.8275,28.9227,29.6596,28.4444,2187610.96
62,2019-07-26,28.9227,28.9,29.05,28.1641,1929538.17
63,2019-07-27,28.9,27.7498,29.4502,27.2061,1490587.94
64,2019-07-28,27.7384,27.7555,27.8459,26.42,1330561.28
65,2019-07-29,27.7556,26.9525,28.0419,26.8202,1145223.44
66,2019-07-30,26.9539,26.9867,27.1198,26.202,1143523.29
67,2019-07-31,26.9879,27.75,27.83,26.78,1934429.49
68,2019-08-01,27.7348,28.7088,28.7664,27.45,2252484.64
69,2019-08-02,28.71,28.14,28.7186,27.5643,1503260.49
70,2019-08-03,28.14,27.7333,28.3409,27.5,1209344.97
71,2019-08-04,27.7333,27.3834,27.7719,27.0852,968862.84
72,2019-08-05,27.3834,28.0114,28.3,27.3011,1170561.81
73,2019-08-06,28.0127,27.6523,28.3125,27.3333,1420475.2
74,2019-08-07,27.6539,29.6694,29.98,27.333,2406222.92
75,2019-08-08,29.669,31.1074,31.8791,29.1914,3071362.08
76,2019-08-09,31.1426,29.8188,31.5,29.6666,1469206.79
77,2019-08-10,29.7969,29.6661,30.02,29.0333,1310985.06
78,2019-08-11,29.6666,30.2439,30.4458,29.3,1563332.29
79,2019-08-12,30.2418,30.1856,30.5936,29.823,1525430.31
80,2019-08-13,30.1856,29.4512,30.4496,29.2,1164703.53
81,2019-08-14,29.4512,27.0256,29.4693,26.75,1193540.54
82,2019-08-15,27.0065,28.1058,28.2174,26.7,1244704.8
83,2019-08-16,28.1052,27.5111,28.1313,26.788,965369.63
84,2019-08-17,27.4908,27.5038,27.9605,26.9863,963986.7
85,2019-08-18,27.5037,27.8977,28.1797,27.0511,1210998.25
86,2019-08-19,27.9033,28.7931,29.1779,27.6884,1802660.04
87,2019-08-20,28.7974,28.0286,28.8079,27.52,1232000.47
88,2019-08-21,28.0375,26.925,28.051,26.3,1007261.99
89,2019-08-22,26.9328,26.9731,27.3301,26.211,1087596.45
90,2019-08-23,26.9788,26.94,27.2864,26.5,1084259.29
91,2019-08-24,26.9399,26.2814,26.9586,26.01,917921.54
92,2019-08-25,26.2982,26.0888,26.4,25.57,934538.7
93,2019-08-26,26.0886,26.1257,27.1908,25.6502,1816730.9
94,2019-08-27,26.1341,25.6051,26.1507,24.6224,1196769.36
95,2019-08-28,25.6056,23.3565,26.129,23.203,1445782.29
96,2019-08-29,23.3559,21.7777,23.3559,21.2202,1617357.37
97,2019-08-30,21.7894,22.1448,22.5678,21.5,1599602.49
98,2019-08-31,22.1449,21.0604,22.37,20.8857,1372689.99
99,2019-09-01,21.0602,21.4248,21.6828,20.98,1434203.84
100,2019-09-02,21.4195,22.7449,22.8303,21.01,1744034.29
101,2019-09-03,22.7449,22.3511,22.89,22.1615,1355982.53
102,2019-09-04,22.3521,21.6764,22.5998,21.4699,1086933.26
103,2019-09-05,21.6821,22.6388,23.5213,21.3,2252665.09
104,2019-09-06,22.6442,21.9906,23.445,21.6997,2011805.46
105,2019-09-07,21.9932,22.3996,22.65,21.91,1683916.96
106,2019-09-08,22.3961,22.4111,22.7321,22.0,1308063.92
107,2019-09-09,22.3747,22.0978,22.4901,21.74,1013284.39
108,2019-09-10,22.104,21.7679,22.3262,21.5,831852.96
109,2019-09-11,21.7704,20.7334,22.0724,20.5413,1069320.6
110,2019-09-12,20.7315,20.82,20.9572,19.65,1700773.17
111,2019-09-13,20.8236,20.788,21.2475,20.4088,1429273.21
112,2019-09-14,20.7889,20.9555,21.15,20.6714,1306146.56
113,2019-09-15,20.9438,20.2901,21.0419,20.2619,1149167.08
114,2019-09-16,20.2901,20.2422,20.8,19.8775,1035427.91
115,2019-09-17,20.246,21.0473,21.439,20.03,1845592.27
116,2019-09-18,21.0302,22.2018,23.17,20.9442,3303465.14
117,2019-09-19,22.2018,21.5376,22.4383,20.0022,1611944.94
118,2019-09-20,21.5281,21.2695,21.5764,20.9005,1390566.5
119,2019-09-21,21.2741,20.9666,21.4494,20.8096,1127512.7
120,2019-09-22,20.9732,20.3602,20.9912,20.0,972362.63
121,2019-09-23,20.364,19.3228,20.364,19.1614,1094670.56
122,2019-09-24,19.3127,15.8249,19.5,14.5,2718637.43
123,2019-09-25,15.824,16.0321,16.4882,14.8945,1826023.89
124,2019-09-26,16.0138,15.2212,16.4,14.2555,1807568.44
125,2019-09-27,15.2113,15.6666,15.777,14.7,1435874.03
126,2019-09-28,15.6666,15.7346,15.8729,15.2911,1098737.85
127,2019-09-29,15.7335,15.1999,15.7953,14.8018,965380.71
128,2019-09-30,15.187,15.8349,15.8506,14.62,1129249.13
129,2019-10-01,15.8493,15.8563,16.28,15.6295,1179806.15
130,2019-10-02,15.8689,15.8742,15.8892,15.5,950491.27
131,2019-10-03,15.89,15.6377,15.929,15.25,904724.95
132,2019-10-04,15.6489,15.6133,15.82,15.21,858010.95
133,2019-10-05,15.6028,15.6869,15.7794,15.3644,815215.74
134,2019-10-06,15.6866,15.0688,15.7299,14.9,821939.84
135,2019-10-07,15.0655,16.0255,16.128,14.8555,1138453.45
136,2019-10-08,16.0255,16.0213,16.4007,15.7959,992060.4
137,2019-10-09,16.0206,17.7177,17.9999,15.8829,2825143.73
138,2019-10-10,17.7089,17.5288,17.918,17.031,1785750.54
139,2019-10-11,17.5328,16.5666,17.7,16.51,1477611.99
140,2019-10-12,16.5666,17.17,17.4868,16.5059,1405695.82
141,2019-10-13,17.1666,18.256,18.7699,17.111,2233894.43
142,2019-10-14,18.256,18.4376,18.6275,17.8511,1643019.36
143,2019-10-15,18.4389,18.5643,19.17,18.1,2919838.62
144,2019-10-16,18.56,17.7401,18.647,17.3627,1818495.34
145,2019-10-17,17.7504,18.5188,18.8346,17.562,1889272.66
146,2019-10-18,18.5205,18.2188,18.7501,17.6733,1428262.33
147,2019-10-19,18.2188,18.2229,18.4444,17.8575,1457873.52
148,2019-10-20,18.2189,18.4997,18.58,17.7152,1696662.02
149,2019-10-21,18.4897,18.2551,18.5171,17.91,1497277.47
150,2019-10-22,18.2534,18.2286,18.8,18.0692,1820100.14
151,2019-10-23,18.2581,16.6796,18.27,16.1213,1846223.72
152,2019-10-24,16.6798,16.9194,17.0987,16.31,1244966.99
153,2019-10-25,16.9194,18.6188,19.111,16.7516,2887081.78
154,2019-10-26,18.6189,18.9501,19.7653,18.0308,3135045.71
155,2019-10-27,18.9311,19.2888,19.63,18.4744,2293853.06
156,2019-10-28,19.2938,19.939,21.15,19.26,2713065.62
157,2019-10-29,19.9379,20.7452,21.2378,19.81,2298554.91
158,2019-10-30,20.73,20.052,20.7975,19.1076,1822916.43
159,2019-10-31,20.05,19.9099,20.37,19.3529,1679420.04
160,2019-11-01,19.9087,19.9999,20.0399,19.6424,1305053.67
