Date,Open,Close,High,Low,Volume
2018-01-01,13715.65,13380,13818.55,12750,8609.915844
2018-01-02,13382.16,14675.11,15473.49,12890.02,20078.092111
2018-01-03,14690,14919.51,15307.56,14150,15905.667639
2018-01-04,14919.51,15059.54,15280,13918.04,21329.649574
2018-01-05,15059.56,16960.39,17176.24,14600,23251.491125
2018-01-06,16960.39,17069.79,17143.13,16011.21,18571.457508
2018-01-07,17069.79,16150.03,17099.96,15610,12493.125558
2018-01-08,16218.85,14902.54,16322.3,12812,26600.609912
2018-01-09,14902.54,14400,15500,14011.05,14315.004253
2018-01-10,14401,14907.09,14955.66,13131.31,17411.001655
2018-01-11,14940,13238.78,14968.68,11400,33554.723751
2018-01-12,13238.76,13740.01,14109.78,12500,16417.162137
2018-01-13,13749.95,14210,14580,13706.15,12221.508528
2018-01-14,14210,13474.99,14339.5,12569.2,17017.894329
2018-01-15,13477.98,13539.93,14249.99,13147.79,14652.094705
2018-01-16,13500,10900,13542.93,9035,63401.169175
2018-01-17,10899.99,10988.79,11680.99,9037.94,72331.796646
2018-01-18,10972.59,10961.97,11878.82,10435.33,48464.434937
2018-01-19,10960,11474.98,11795,10360,34129.375421
2018-01-20,11474.98,12799.94,13099,11412.45,28768.857827
2018-01-21,12799.8,11530,12799.8,10965,41379.773426
2018-01-22,11530,10760.05,11926.35,9900.24,43752.606791
2018-01-23,10760.05,10799.18,11399,9905,37473.922552
2018-01-24,10799.14,11349.99,11570.48,10500,27158.587762
2018-01-25,11349.96,11175.27,11794.05,10950.21,20839.954183
2018-01-26,11184.7,11089,11643,10311.15,33056.87196
2018-01-27,11089,11491,11650,10842.69,18860.768345
2018-01-28,11499.98,11879.95,12244,11408,16887.339524
2018-01-29,11879.95,11251,11975.02,11139.55,14170.377538
2018-01-30,11250.11,10237.51,11308.42,9900,25554.372946
2018-01-31,10230,10285.1,10425.85,9700,18015.956805
2018-02-01,10285.1,9224.52,10335,8750.99,33564.764311
2018-02-02,9224.52,8873.03,9250,8010.02,49971.626975
2018-02-03,8873.03,9199.96,9473.01,8229,28725.000735
2018-02-04,9199.96,8184.81,9368,7930,32014.308449
2018-02-05,8179.99,6939.99,8382.8,6625,63403.182579
2018-02-06,6939.63,7652.14,7878,6000.01,100201.500307
2018-02-07,7655.02,7599,8476,7150.01,60778.460497
2018-02-08,7599,7784.02,7844,7572.09,1521.537318
2018-02-09,7789.9,8683.92,8738,7789.9,20482.910825
2018-02-10,8683.93,8533.98,9065.78,8120,49381.512653
2018-02-11,8533.99,8063.88,8549,7726.53,45025.187952
2018-02-12,8063.82,8903,8989,8053,41987.85049
2018-02-13,8903,8539.9,8950,8351,35454.972956
2018-02-14,8535.17,9449.99,9489.6,8533,40811.952867
2018-02-15,9449.98,10000.09,10219.5,9301.5,52427.596715
2018-02-16,10000.89,10159.98,10323.37,9666,38161.205974
2018-02-17,10156.07,11039.55,11075.07,10050,41882.108407
2018-02-18,11039.55,10383.43,11274,10080,61137.380728
2018-02-19,10375.01,11153,11250,10270.33,40831.417131
2018-02-20,11147.11,11200.99,11786.01,11100.59,48153.354288
2018-02-21,11195.07,10437.6,11304.03,10200,68113.818754
2018-02-22,10439.02,9811.04,10933.44,9679,67060.166483
2018-02-23,9815.55,10131.04,10435,9570.19,57202.70237
2018-02-24,10131.04,9694.51,10496.97,9352,40888.156299
2018-02-25,9694.51,9590,9847,9274.8,28373.517586
2018-02-26,9590,10324,10444.32,9350,34878.292756
2018-02-27,10321,10569.04,10870,10121,30705.385123
2018-02-28,10584.33,10326.76,11098,10300,30800.983782
2018-03-01,10325.64,10920,11060.41,10240,25092.55393
2018-03-02,10923.36,11039,11200,10770,23910.71009
2018-03-03,11038.99,11464.48,11544,11015.01,21287.15328
2018-03-04,11464.47,11515,11565,11050.02,17295.918653
2018-03-05,11515,11454,11710,11415.01,15144.231063
2018-03-06,11455,10716.48,11455,10555.48,29515.572363
2018-03-07,10716.48,9910,10899,9389.31,50647.67108
2018-03-08,9910,9271.64,10099,9060,41109.473226
2018-03-09,9267.07,9227,9410,8329,64112.291407
2018-03-10,9230,8770.22,9490,8667.07,37180.012857
2018-03-11,8770.22,9533.57,9740,8450,44325.973386
2018-03-12,9533.57,9131.34,9888.88,8780,42230.77793
2018-03-13,9131.34,9150,9474,8823,40191.409358
2018-03-14,9151.92,8170,9333.78,7900.28,49708.094108
2018-03-15,8184.01,8240.98,8430,7650,52291.022277
2018-03-16,8240.98,8260,8611.64,7900,38815.409893
2018-03-17,8260,7824.8,8348.62,7721.99,33110.206329
2018-03-18,7824.01,8189.99,8317.4,7322,59488.231711
2018-03-19,8189,8600,8705.23,8088.4,55297.084942
2018-03-20,8595.01,8909.98,9050,8280,44865.105835
2018-03-21,8909.96,8885,9177.01,8750.6,39972.405371
2018-03-22,8884.82,8722.9,9100,8465.1,40617.556809
2018-03-23,8720,8898.03,8909,8269,39991.007666
2018-03-24,8898.04,8546.86,8999.95,8491,35466.609572
2018-03-25,8531.25,8470.15,8669.85,8365.77,29001.769316
2018-03-26,8470.14,8134.23,8514.89,7831,44033.59566
2018-03-27,8134.22,7795.51,8215.94,7730,37427.64805
2018-03-28,7795.51,7949.3,8109,7728,26401.33167
2018-03-29,7949.3,7090.14,7975,6941.11,54620.915125
2018-03-30,7090.16,6840.23,7292.43,6600.1,65306.031976
2018-03-31,6840.24,6923.91,7223.36,6777,36868.539087
2018-04-01,6922,6813.01,7049.98,6430,44071.430463
2018-04-02,6813.01,7056,7125,6765,32123.560072
2018-04-03,7063.97,7405.21,7520,7011.01,37787.331811
2018-04-04,7405.21,6796.1,7427.52,6707,42227.183804
2018-04-05,6796.1,6770.76,6902,6566.69,39029.73146
2018-04-06,6770,6601.39,6850,6500,27455.01192
2018-04-07,6601.39,6895.8,7070,6586.28,32269.578267
2018-04-08,6895.81,7018,7109.13,6880,21427.673165
2018-04-09,7011.04,6782.72,7185,6611,34078.297206
2018-04-10,6781.55,6843.9,6890,6656,22326.728095
2018-04-11,6839.56,6953.79,6990,6787,23997.871177
2018-04-12,6953.78,7923,8012.23,6743.2,64861.595987
2018-04-13,7922.99,7877.41,8233.39,7732,55044.523148
2018-04-14,7877.48,7999.01,8186,7810,31621.286357
2018-04-15,8004,8355,8429.54,7999.02,27946.720444
2018-04-16,8355.07,8064.92,8419,7867,36664.069715
2018-04-17,8064.92,7885.02,8173.7,7825.4,32152.603567
2018-04-18,7890.96,8173,8236.43,7868,26969.04457
2018-04-19,8173.99,8278,8296,8080,27113.847464
2018-04-20,8273.84,8856.98,8930,8177.09,39795.337485
2018-04-21,8852.12,8915.31,9035,8565,40872.229909
2018-04-22,8915.31,8787.02,9020.67,8727.68,29458.25348
2018-04-23,8785.7,8934.01,8985,8745,25838.114709
2018-04-24,8934,9619.99,9731.01,8922,46268.790106
2018-04-25,9618.96,8869.99,9759.82,8730,81110.037589
2018-04-26,8869.99,9266,9307.48,8651.62,43300.304245
2018-04-27,9267.03,8915.35,9395,8889,37241.347036
2018-04-28,8915.35,9348,9427.48,8870,34759.62842
2018-04-29,9348,9419,9570.51,9163.74,38149.850035
2018-04-30,9417.04,9246.01,9458.64,9124.99,35002.033875
2018-05-01,9246.01,9071.48,9248.99,8800.49,41018.463633
2018-05-02,9071.48,9247.84,9268,8970.2,26123.543961
2018-05-03,9247.81,9750,9844,9168.4,38768.388288
2018-05-04,9750,9713.99,9830.04,9520.85,28681.588879
2018-05-05,9714,9864,10020,9682,24990.018345
2018-05-06,9863.99,9659.01,9970,9417.03,27690.351559
2018-05-07,9661.02,9365,9689.67,9181,33787.640012
2018-05-08,9365,9187.56,9475.7,9060.54,25533.831889
2018-05-09,9178,9310,9390,8965,25673.524899
2018-05-10,9310,9002.2,9395.12,8970,25055.063718
2018-05-11,9002.21,8400,9016.8,8341,48227.048061
2018-05-12,8405.94,8465.94,8646.88,8153,40241.32081
2018-05-13,8475.44,8679.71,8763.36,8298,25632.869362
2018-05-14,8679.71,8663.34,8879.99,8277,37389.666533
2018-05-15,8663.37,8462,8859.99,8401.3,28126.956136
2018-05-16,8462,8330,8488,8083.01,31130.718908
2018-05-17,8330,8041.46,8464,7979,25439.844799
2018-05-18,8038.82,8239.81,8273.21,7911.9,23476.158251
2018-05-19,8238.01,8233.49,8390.8,8095.73,17193.424276
2018-05-20,8233.49,8526.98,8609,8163.9,19957.057109
2018-05-21,8526.97,8381.24,8595.31,8305,21516.596486
2018-05-22,8386.89,7977.11,8400.18,7935.11,23710.902858
2018-05-23,7977.12,7501.95,8031.9,7425,42910.666774
2018-05-24,7501.95,7575.01,7730.73,7266.99,37845.446595
2018-05-25,7578.99,7457,7649.55,7308.15,26739.95664
2018-05-26,7456.99,7333.96,7620,7300,19464.086071
2018-05-27,7334,7338.99,7400,7231.11,18706.945515
2018-05-28,7338.99,7099,7437,7058.02,27219.438963
2018-05-29,7099,7461.29,7540,7032.95,39407.21183
2018-05-30,7467.98,7375.96,7569,7260.5,32041.583623
2018-05-31,7382.07,7485.01,7699,7327.51,30776.063102
2018-06-01,7485.01,7521.01,7608.55,7355.54,28259.124078
2018-06-02,7521.01,7640.03,7697.33,7437,26720.690219
2018-06-03,7636.81,7714.26,7786.69,7600,27505.158951
2018-06-04,7714.26,7487,7760.52,7446.5,32258.835115
2018-06-05,7487,7625,7679.49,7358,31722.973384
2018-06-06,7626.64,7658.84,7699,7467.05,27229.991898
2018-06-07,7658.79,7691.08,7765,7620,25062.227202
2018-06-08,7691.08,7603.44,7703.5,7531,23396.804671
2018-06-09,7603.44,7491.73,7683.98,7450,19339.885176
2018-06-10,7491.73,6764.99,7491.73,6622.81,52342.020032
2018-06-11,6765,6872,6922,6610,34552.162303
2018-06-12,6872,6530,6890.51,6435,36722.211191
2018-06-13,6530,6292.78,6627.6,6118.68,46185.5181
2018-06-14,6292.78,6635.98,6720,6260,44478.130837
2018-06-15,6638.67,6388.9,6666.66,6362.31,30018.329905
2018-06-16,6380.01,6483.98,6560,6320.86,22277.241147
2018-06-17,6482.5,6449.61,6589.03,6422,19847.247688
2018-06-18,6444.06,6712.46,6794.38,6380,31821.434995
2018-06-19,6711.39,6741.21,6841.74,6653,24311.421143
2018-06-20,6740,6761.51,6817.23,6551.81,26359.752452
2018-06-21,6763.21,6718.84,6795,6672.57,25428.854048
2018-06-22,6717.69,6045,6733.97,5918.94,52157.370833
2018-06-23,6045.92,6149.98,6260,6008.48,26622.788589
2018-06-24,6149.98,6136.97,6259.8,5750,47445.998955
2018-06-25,6137.95,6252,6350,6061.97,39164.515306
2018-06-26,6252,6070.78,6272.54,6035,19377.240484
2018-06-27,6065.89,6133.73,6190.43,5971,19225.671098
2018-06-28,6134.73,5853.98,6173.01,5827,30585.266026
2018-06-29,5851.01,6197.92,6300,5780,33911.287278
2018-06-30,6197.92,6390.07,6528.99,6186.03,37919.61284
2018-07-01,6391.08,6356.81,6441.06,6251,27562.965974
2018-07-02,6360.82,6615.29,6685,6271.62,36230.452264
2018-07-03,6615.29,6513.86,6679.35,6463.01,38657.781691
2018-07-04,6511.01,6586.98,6784.92,6441.11,23571.892777
2018-07-05,6585.53,6529.2,6712,6453.33,35071.972898
2018-07-06,6529.2,6609.78,6648.54,6425,29397.094748
2018-07-07,6609.79,6756.98,6818.16,6508.88,23973.876886
2018-07-08,6753.48,6712.1,6780,6667.44,24622.947794
2018-07-09,6712.1,6662.12,6802.06,6612.24,26732.40655
2018-07-10,6662.78,6296.91,6681,6263,38560.672702
2018-07-11,6296.91,6378.07,6406,6278.99,28715.498487
2018-07-12,6378.07,6250.57,6380.28,6070,31306.663348
2018-07-13,6251.4,6214.57,6350,6110,26375.325286
2018-07-14,6214.57,6251.99,6335,6178,17783.071999
2018-07-15,6250.9,6353.01,6395,6225.4,22979.211508
2018-07-16,6354.15,6723.35,6747.3,6330.4,36204.87708
2018-07-17,6723.33,7317.44,7468.99,6652.04,52105.423459
2018-07-18,7317.44,7381.9,7588.08,7225.38,59487.64345
2018-07-19,7381.88,7466.21,7576.28,7270,41218.256437
2018-07-20,7468.86,7337.53,7700,7273,46140.313447
2018-07-21,7337.47,7398.78,7458.47,7211,28886.490291
2018-07-22,7399.25,7394.79,7582.4,7335.5,30270.21844
2018-07-23,7394.78,7721.01,7833,7375,41646.346671
2018-07-24,7721.65,8397.24,8486,7696,60121.163749
2018-07-25,8397.24,8175.64,8491.77,8050,48257.649124
2018-07-26,8175.63,7920,8315.69,7850.06,43223.481682
2018-07-27,7920,8188.57,8285,7805,43671.005891
2018-07-28,8188.57,8225.04,8246.54,8067,26215.173839
2018-07-29,8225.04,8211,8294.51,8115,25531.226185
2018-07-30,8210.99,8173.92,8273,7866,39692.416542
2018-07-31,8171.4,7730.93,8180,7633,48296.915587
2018-08-01,7735.67,7604.58,7750,7430,42582.312932
2018-08-02,7600.08,7525.71,7709.46,7455.72,37665.696684
2018-08-03,7525.71,7418.78,7540,7282.44,44669.486047
2018-08-04,7412.27,7009.84,7494.81,6926,36288.42601
2018-08-05,7009.84,7024.19,7089.87,6882.29,32894.849782
2018-08-06,7024.19,6934.82,7160,6821,32760.191643
2018-08-07,6935,6720.06,7150.46,6670,45438.473501
2018-08-08,6720.63,6285,6721.54,6123,59550.536319
2018-08-09,6283.27,6529.79,6622.81,6178.6,51941.185111
2018-08-10,6529.79,6144.01,6575.88,6026.39,59034.974902
2018-08-11,6148.13,6232.35,6488,5971,47133.418555
2018-08-12,6222.55,6308.33,6472.3,6130,38567.770712
2018-08-13,6308.56,6246.35,6545,6145.04,53895.828783
2018-08-14,6248.25,6188.08,6250.33,5880,50186.745091
2018-08-15,6188.08,6267.16,6609,6172.11,68806.687026
2018-08-16,6265.27,6311.75,6480,6205.6,48515.254618
2018-08-17,6316,6584.49,6585,6285.4,57851.610803
2018-08-18,6579.04,6387.96,6620,6288,53742.322172
2018-08-19,6387.96,6477.53,6541,6300,45190.847994
2018-08-20,6477.53,6254.84,6530,6220,49435.55526
2018-08-21,6251,6480,6500,6235.08,41569.947408
2018-08-22,6479.98,6360.89,6882.54,6251.2,77909.391359
2018-08-23,6362.57,6525.01,6576.99,6342.28,40358.166825
2018-08-24,6525,6681.64,6725,6440.5,38305.675322
2018-08-25,6686.98,6733.64,6789,6650.61,19220.505929
2018-08-26,6733.64,6700,6775.27,6568,20107.297208
2018-08-27,6700,6908.64,6940.51,6646.5,37747.078747
2018-08-28,6907.26,7076.11,7135,6860,48352.917163
2018-08-29,7077,7031.22,7133.81,6912.34,43252.487392
2018-08-30,7033.21,6984.84,7063.63,6784.81,44716.77462
2018-08-31,6984.84,7011.21,7089,6888,40467.400638
2018-09-01,7011.21,7200.01,7275,7008.74,40323.414093
2018-09-02,7201.57,7302.01,7345.45,7127,39814.840352
2018-09-03,7302,7263.02,7338.28,7191.63,32396.018371
2018-09-04,7263,7359.06,7410,7227.17,35300.640518
2018-09-05,7359.05,6700,7397.3,6682,63715.256267
2018-09-06,6697.27,6516.01,6725,6265,60644.464227
2018-09-07,6516.84,6395.54,6544,6320,38906.28805
2018-09-08,6395.54,6185.05,6478,6111,38215.032171
2018-09-09,6185.06,6250.81,6441,6141.53,37053.92382
2018-09-10,6252.26,6312,6373.98,6221,32439.456432
2018-09-11,6311.99,6294.91,6404,6169.68,33104.88859
2018-09-12,6293,6338.62,6360,6192.37,31433.645939
2018-09-13,6338.62,6487.38,6535,6337.4,40465.063107
2018-09-14,6487.39,6476.63,6584.99,6385.62,37173.339277
2018-09-15,6476.63,6514.96,6565.45,6466.13,25243.656612
2018-09-16,6514.96,6505,6524.62,6370,27568.132897
2018-09-17,6500.08,6248.69,6533.84,6201,35987.254738
2018-09-18,6248.69,6336.45,6390,6224.98,32620.86667
2018-09-19,6336.39,6391.89,6517.7,6123,39044.080082
2018-09-20,6392,6492,6540,6325,25189.024728
2018-09-21,6492,6759.02,6784.86,6491,51779.343463
2018-09-22,6759.01,6723.05,6839.03,6627,29349.690667
2018-09-23,6723.05,6708,6788.23,6661.75,30286.229773
2018-09-24,6706.81,6581.39,6730,6557,35305.73991
2018-09-25,6581.42,6447.54,6584.01,6325.02,40301.029452
2018-09-26,6445.11,6465.12,6557.99,6379.7,33484.54207
2018-09-27,6467.84,6689.13,6750,6434,33087.428297
2018-09-28,6689.12,6634.58,6814.8,6540.88,42399.448523
2018-09-29,6634.58,6596.38,6636,6464.57,30255.9597
2018-09-30,6597.66,6626.57,6662,6533,27764.724519
2018-10-01,6626.57,6611.61,6667.09,6510,20621.506894
